_id;amount_sold_in_ico;available_supply;btc_price_at_launch;btc_price_usd;eth_price_at_launch;eth_price_usd;id;is_erc20;market_cap_usd;name;price_btc;price_usd;start_date;total_supply
5de770c7b103cb07b0f19f77;500000000.0;;550.48;5948.07580524;13.3;170.095529807;singulardtv;true;;SingularDTV;;0.014558356269;2016-10-05T00:00:00.000Z;
5de770c7b103cb07b0f19f78;85000000.0;;393.98;5948.07580524;1.12;170.095529807;lisk;false;;Lisk;;1.6752046013;2016-02-22T00:00:00.000Z;
5de770c7b103cb07b0f19f79;60000000.0;;1030.59;5948.07580524;50.75;170.095529807;matchpool;true;;Matchpool;;0.0227513418;2017-04-02T00:00:00.000Z;
5de770c7b103cb07b0f19f7a;1700000.0;;396.49;5948.07580524;7.7;170.095529807;digixdao;true;;DigixDAO;;33.205174406;2016-03-01T00:00:00.000Z;
5de770c7b103cb07b0f19f7b;85558364.0;;535.95;5948.07580524;12.93;170.095529807;firstblood;true;;FirstBlood;;0.077410155888;2016-09-25T00:00:00.000Z;
5de770c7b103cb07b0f19f7c;710113.0;;747.24;5948.07580524;8.21;170.095529807;chronobank;true;;ChronoBank;;2.1479941516;2016-12-15T00:00:00.000Z;
5de770c7b103cb07b0f19f7d;8800000.0;;434.02;5948.07580524;1.26;170.095529807;augur;true;;Augur;;19.7714329354;2015-08-01T00:00:00.000Z;
5de770c7b103cb07b0f19f7e;80000000.0;;1192.549;5948.07580524;17.04;170.095529807;wetrust;true;;WeTrust;;0.01553004672;2017-03-02T00:00:00.000Z;
5de770c7b103cb07b0f19f7f;2108618.0;;962.0;5948.07580524;50.23;170.095529807;lunyr;true;;Lunyr;;2.2184288856;2017-03-29T00:00:00.000Z;
5de770c7b103cb07b0f19f80;500000.0;;959.2;5948.07580524;13.05;170.095529807;melonport;true;;Melonport;;6.8369911296;2017-02-15T00:00:00.000Z;
5de770c7b103cb07b0f19f81;68878821.0;;1117.87;5948.07580524;15.52;170.095529807;edgeless;true;;Edgeless;;0.087159;2017-02-28T00:00:00.000Z;
5de770c7b103cb07b0f19f82;75000000.0;;705.51;5948.07580524;9.9;170.095529807;wings;true;;Wings;;0.047188592099999996;2016-11-18T00:00:00.000Z;
5de770c7b103cb07b0f19f83;5272740.0;;582.9;5948.07580524;11.93;170.095529807;komodo;false;;Komodo;;1.1934783918;2016-10-15T00:00:00.000Z;
5de770c7b103cb07b0f19f84;23008312.0;;509.749;5948.07580524;11.63;170.095529807;incent;false;;Incent;;0.19448121000000002;2016-09-01T00:00:00.000Z;
5de770c7b103cb07b0f19f85;94695480.0;;556.0;5948.07580524;10.96;170.095529807;ark;false;;Ark;;0.4846968768;2016-11-07T00:00:00.000Z;
5de770c7b103cb07b0f19f86;27072000.0;;659.56;5948.07580524;10.94;170.095529807;golos;false;;Golos;;0.00671022494202;2016-11-01T00:00:00.000Z;
5de770c7b103cb07b0f19f87;51173144.0;;457.0;5948.07580524;0.3;170.095529807;storj;false;;Storj;;0.127185807365;2014-07-18T00:00:00.000Z;
